outcome,month,MMWR week,Week date,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR
case,04 - APR,14,Apr 04-Apr 10,12-17,all_types,4,19653,22165,10817618,20.35312675,204.8972334,10.06711332,,,
case,04 - APR,14,Apr 04-Apr 10,18-29,all_types,432,1406437,55217,19543208,30.71591547,282.5380562,9.198425373,,,
case,04 - APR,14,Apr 04-Apr 10,30-49,all_types,1176,3972493,71563,25934960,29.60357639,275.9325636,9.320919876,,,
case,04 - APR,14,Apr 04-Apr 10,50-64,all_types,1027,4140195,37287,14862743,24.80559491,250.8756291,10.11367113,,,
case,04 - APR,14,Apr 04-Apr 10,65-79,all_types,1169,8933954,10748,4897480,13.08491179,219.4598038,16.77197427,,,
case,04 - APR,14,Apr 04-Apr 10,80+,all_types,554,3079783,2662,1744234,17.98828034,152.6171374,8.484253885,,,
case,04 - APR,14,Apr 04-Apr 10,all_ages_adj,Janssen,804,1333378,199642,77800243,60.29798002,256.608453,4.255672461,69.96408001,253.9889753,3.630276783
case,04 - APR,14,Apr 04-Apr 10,all_ages_adj,Moderna,1144,9484658,199642,77800243,12.06158409,256.608453,21.27485504,22.81892308,253.9889753,11.13062936
case,04 - APR,14,Apr 04-Apr 10,all_ages_adj,Pfizer,2337,10693589,199642,77800243,21.85421564,256.608453,11.74182854,25.93696329,253.9889753,9.792548669
case,04 - APR,14,Apr 04-Apr 10,all_ages_adj,all_types,4362,21552515,199642,77800243,20.23893731,256.608453,12.67894895,25.66635312,253.9889753,9.89579525
case,04 - APR,15,Apr 11-Apr 17,12-17,all_types,3,29567,22221,10614723,10.14644705,209.3413083,20.63198154,,,
case,04 - APR,15,Apr 11-Apr 17,18-29,all_types,499,1691402,51952,18249572,29.50215265,284.6751694,9.64930162,,,
case,04 - APR,15,Apr 11-Apr 17,30-49,all_types,1357,4779191,67918,23940072,28.39392692,283.7000657,9.99157554,,,
case,04 - APR,15,Apr 11-Apr 17,50-64,all_types,1293,5356194,34876,13488428,24.14027573,258.5623766,10.71082947,,,
case,04 - APR,15,Apr 11-Apr 17,65-79,all_types,1350,10397989,10854,4512265,12.98327975,240.5443829,18.52724332,,,
case,04 - APR,15,Apr 11-Apr 17,80+,all_types,653,3372841,2528,1662098,19.36053315,152.0969281,7.85602994,,,
case,04 - APR,15,Apr 11-Apr 17,all_ages_adj,Janssen,1045,1691151,190349,72467158,61.79223499,262.6693322,4.250846927,67.25400708,261.4702835,3.887802302
case,04 - APR,15,Apr 11-Apr 17,all_ages_adj,Moderna,1346,11125606,190349,72467158,12.09821739,262.6693322,21.71140787,14.0650842,261.4702835,18.59002619
case,04 - APR,15,Apr 11-Apr 17,all_ages_adj,Pfizer,2673,12766109,190349,72467158,20.93825143,262.6693322,12.54495072,23.41961734,261.4702835,11.16458394
case,04 - APR,15,Apr 11-Apr 17,all_ages_adj,all_types,5155,25627184,190349,72467158,20.11535875,262.6693322,13.05814803,23.84877574,261.4702835,10.9636774
case,04 - APR,16,Apr 18-Apr 24,12-17,all_types,6,46569,18936,10428697,12.88410745,181.5758958,14.09301315,,,
case,04 - APR,16,Apr 18-Apr 24,18-29,all_types,563,2173478,39373,17382884,25.90318375,226.5044166,8.744269387,,,
case,04 - APR,16,Apr 18-Apr 24,30-49,all_types,1602,5966771,54909,22620330,26.84869253,242.7418168,9.041103825,,,
case,04 - APR,16,Apr 18-Apr 24,50-64,all_types,1426,7064251,27809,12606403,20.18614571,220.5942488,10.9280024,,,
case,04 - APR,16,Apr 18-Apr 24,65-79,all_types,1365,11522833,9226,4262552,11.84604515,216.4431073,18.27133905,,,
case,04 - APR,16,Apr 18-Apr 24,80+,all_types,608,3606174,2285,1608485,16.85997403,142.0591426,8.425822147,,,
case,04 - APR,16,Apr 18-Apr 24,all_ages_adj,Janssen,1356,2549569,152538,68909351,53.18545997,221.3603782,4.162046889,48.16819342,222.2336716,4.613701612
case,04 - APR,16,Apr 18-Apr 24,all_ages_adj,Moderna,1437,12859780,152538,68909351,11.17437468,221.3603782,19.80964346,18.43398104,222.2336716,12.05565261
case,04 - APR,16,Apr 18-Apr 24,all_ages_adj,Pfizer,2687,14920597,152538,68909351,18.00866279,221.3603782,12.29188312,20.04965492,222.2336716,11.08416442
case,04 - APR,16,Apr 18-Apr 24,all_ages_adj,all_types,5570,30380076,152538,68909351,18.33438468,221.3603782,12.07351008,21.92232823,222.2336716,10.13732069
case,04 - APR,17,Apr 25-May 01,12-17,all_types,11,79540,17763,10263580,13.82951974,173.0682666,12.51440903,,,
case,04 - APR,17,Apr 25-May 01,18-29,all_types,638,2823277,35485,16708363,22.59785349,212.3786753,9.398179141,,,
case,04 - APR,17,Apr 25-May 01,30-49,all_types,1696,7430093,47263,21554065,22.82609383,219.2765031,9.606396288,,,
case,04 - APR,17,Apr 25-May 01,50-64,all_types,1502,9158170,22798,11886827,16.40065646,191.792141,11.69417465,,,
case,04 - APR,17,Apr 25-May 01,65-79,all_types,1359,12329977,7818,4045389,11.02191837,193.2570638,17.53388633,,,
case,04 - APR,17,Apr 25-May 01,80+,all_types,664,3772051,1976,1559194,17.60315542,126.7321449,7.199399308,,,
case,04 - APR,17,Apr 25-May 01,all_ages_adj,Janssen,1492,3513750,133103,66017418,42.46175738,201.6180033,4.748225597,38.75108855,201.5198928,5.200367275
case,04 - APR,17,Apr 25-May 01,all_ages_adj,Moderna,1518,14626122,133103,66017418,10.37869095,201.6180033,19.42614963,15.03053133,201.5198928,13.40736986
case,04 - APR,17,Apr 25-May 01,all_ages_adj,Pfizer,2748,17400583,133103,66017418,15.79257431,201.6180033,12.76663319,17.50471697,201.5198928,11.51231941
case,04 - APR,17,Apr 25-May 01,all_ages_adj,all_types,5870,35593108,133103,66017418,16.49195681,201.6180033,12.22523231,19.14830791,201.5198928,10.52416192
case,05 - MAY,18,May 02-May 08,12-17,all_types,5,138538,14003,10145363,3.609118076,138.0236469,38.24303998,,,
case,05 - MAY,18,May 02-May 08,18-29,all_types,554,3390801,27867,16203678,16.33832242,171.9794728,10.52614022,,,
case,05 - MAY,18,May 02-May 08,30-49,all_types,1462,8817679,38481,20749330,16.58032686,185.4565906,11.18533984,,,
case,05 - MAY,18,May 02-May 08,50-64,all_types,1351,11099314,18903,11335018,12.17192342,166.7663871,13.7009067,,,
case,05 - MAY,18,May 02-May 08,65-79,all_types,1160,12862859,6641,3862649,9.018212825,171.9286428,19.0646025,,,
case,05 - MAY,18,May 02-May 08,80+,all_types,583,3878760,1722,1518807,15.03057678,113.3784609,7.54318763,,,
case,05 - MAY,18,May 02-May 08,all_ages_adj,Janssen,1188,3517369,107617,63814845,33.77524508,168.6394443,4.992989509,31.19434312,170.1202132,5.453559722
case,05 - MAY,18,May 02-May 08,all_ages_adj,Moderna,1294,16546930,107617,63814845,7.82018175,168.6394443,21.56464513,8.013826248,170.1202132,21.22833812
case,05 - MAY,18,May 02-May 08,all_ages_adj,Pfizer,2561,20068541,107617,63814845,12.7612665,168.6394443,13.21494573,12.67770297,170.1202132,13.41885147
case,05 - MAY,18,May 02-May 08,all_ages_adj,all_types,5115,40187951,107617,63814845,12.72769542,168.6394443,13.249802,13.47681231,170.1202132,12.62317893
case,05 - MAY,19,May 09-May 15,12-17,all_types,6,248651,10987,10049430,2.413020659,109.3295839,45.30818393,,,
case,05 - MAY,19,May 09-May 15,18-29,all_types,483,4142883,22989,15816023,11.65854792,145.3525959,12.46746995,,,
case,05 - MAY,19,May 09-May 15,30-49,all_types,1219,10431879,32280,20171550,11.68533492,160.0273653,13.69471789,,,
case,05 - MAY,19,May 09-May 15,50-64,all_types,1182,12689233,16297,10937914,9.314983813,148.9955032,15.99525089,,,
case,05 - MAY,19,May 09-May 15,65-79,all_types,1090,13253120,5984,3723311,8.224478462,160.7171681,19.54132032,,,
case,05 - MAY,19,May 09-May 15,80+,all_types,509,3957490,1782,1486340,12.86168759,119.8918148,9.321623932,,,
case,05 - MAY,19,May 09-May 15,all_ages_adj,Janssen,908,3580889,90319,62184568,25.35683178,145.2434308,5.727980217,23.09288649,148.3902906,6.42580089
case,05 - MAY,19,May 09-May 15,all_ages_adj,Moderna,1247,18303865,90319,62184568,6.812768779,145.2434308,21.31929551,6.631454991,148.3902906,22.37673192
case,05 - MAY,19,May 09-May 15,all_ages_adj,Pfizer,2265,22781481,90319,62184568,9.942286017,145.2434308,14.60865545,9.375707762,148.3902906,15.8271028
case,05 - MAY,19,May 09-May 15,all_ages_adj,all_types,4489,44723256,90319,62184568,10.03728351,145.2434308,14.47039238,9.946917737,148.3902906,14.91821834
case,05 - MAY,20,May 16-May 22,12-17,all_types,13,434271,7778,9174394,2.993522478,84.77944156,28.32096374,,,
case,05 - MAY,20,May 16-May 22,18-29,all_types,414,5126025,17103,15382786,8.076433494,111.1827207,13.76631416,,,
case,05 - MAY,20,May 16-May 22,30-49,all_types,1188,12119155,24153,19533874,9.802663635,123.6467482,12.61358676,,,
case,05 - MAY,20,May 16-May 22,50-64,all_types,1087,13918926,11918,10532730,7.80951059,113.1520508,14.48900664,,,
case,05 - MAY,20,May 16-May 22,65-79,all_types,959,13579733,4550,3589098,7.061994518,126.7727992,17.95141569,,,
case,05 - MAY,20,May 16-May 22,80+,all_types,460,4024447,1248,1456699,11.43014183,85.67315554,7.495371169,,,
case,05 - MAY,20,May 16-May 22,all_ages_adj,Janssen,786,3812715,66750,59669581,20.61523088,111.8660444,5.426378443,18.54918944,114.1233672,6.152471922
case,05 - MAY,20,May 16-May 22,all_ages_adj,Moderna,1156,19774933,66750,59669581,5.845784661,111.8660444,19.13618974,8.357788938,114.1233672,13.6547319
case,05 - MAY,20,May 16-May 22,all_ages_adj,Pfizer,2119,25555429,66750,59669581,8.291780193,111.8660444,13.49119753,7.726613237,114.1233672,14.77016692
case,05 - MAY,20,May 16-May 22,all_ages_adj,all_types,4121,49202557,66750,59669581,8.375580968,111.8660444,13.35621312,8.158756285,114.1233672,13.98783874
case,05 - MAY,21,May 23-May 29,12-17,all_types,13,609586,4981,8647158,2.132594909,57.60274069,27.01063407,,,
case,05 - MAY,21,May 23-May 29,18-29,all_types,380,6035800,12227,14994743,6.295768581,81.54191106,12.95185965,,,
case,05 - MAY,21,May 23-May 29,30-49,all_types,1005,13523050,17967,18977452,7.43175541,94.67551281,12.73932033,,,
case,05 - MAY,21,May 23-May 29,50-64,all_types,907,14878031,8977,10196400,6.096236794,88.04087717,14.44184013,,,
case,05 - MAY,21,May 23-May 29,65-79,all_types,781,13849547,3631,3478616,5.639173613,104.3805927,18.50990941,,,
case,05 - MAY,21,May 23-May 29,80+,all_types,413,4081899,951,1432348,10.11783976,66.39447955,6.56212009,,,
case,05 - MAY,21,May 23-May 29,all_ages_adj,Janssen,679,4048914,48734,57726717,16.76992892,84.42191507,5.034124799,15.3618112,87.0371611,5.665813749
case,05 - MAY,21,May 23-May 29,all_ages_adj,Moderna,906,21180916,48734,57726717,4.277435405,84.42191507,19.73657276,3.859144139,87.0371611,22.55348802
case,05 - MAY,21,May 23-May 29,all_ages_adj,Pfizer,1858,27687499,48734,57726717,6.710609723,84.42191507,12.58036431,6.207951581,87.0371611,14.02027061
case,05 - MAY,21,May 23-May 29,all_ages_adj,all_types,3499,52977913,48734,57726717,6.604639182,84.42191507,12.78221455,6.326933698,87.0371611,13.75661027
case,06 - JUN,22,May 30-Jun 05,12-17,all_types,20,764705,3548,8387435,2.615387633,42.30137104,16.17403497,,,
case,06 - JUN,22,May 30-Jun 05,18-29,all_types,334,6744572,9696,14741814,4.952130395,65.77209562,13.28157588,,,
case,06 - JUN,22,May 30-Jun 05,30-49,all_types,913,14653956,14467,18611714,6.230399491,77.73061632,12.47602444,,,
case,06 - JUN,22,May 30-Jun 05,50-64,all_types,845,15636820,7278,9980941,5.403912049,72.91897628,13.49373854,,,
case,06 - JUN,22,May 30-Jun 05,65-79,all_types,719,14077613,2869,3409420,5.107399955,84.14921013,16.47593901,,,
case,06 - JUN,22,May 30-Jun 05,80+,all_types,351,4132225,787,1416757,8.494213166,55.54939909,6.539675659,,,
case,06 - JUN,22,May 30-Jun 05,all_ages_adj,Janssen,612,4300182,38645,56548081,14.23195576,68.34007329,4.80187505,15.00109959,70.69664542,4.71276422
case,06 - JUN,22,May 30-Jun 05,all_ages_adj,Moderna,868,22401569,38645,56548081,3.874728596,68.34007329,17.63738326,3.455402604,70.69664542,20.45974189
case,06 - JUN,22,May 30-Jun 05,all_ages_adj,Pfizer,1667,29246651,38645,56548081,5.699797902,68.34007329,11.98991166,5.290946222,70.69664542,13.36181516
case,06 - JUN,22,May 30-Jun 05,all_ages_adj,all_types,3182,56009891,38645,56548081,5.681139426,68.34007329,12.02928993,5.423295686,70.69664542,13.03573501
case,06 - JUN,23,Jun 06-Jun 12,12-17,all_types,26,876581,3022,8154255,2.966069308,37.06040589,12.49478756,,,
case,06 - JUN,23,Jun 06-Jun 12,18-29,all_types,379,7282721,8677,14518532,5.204098853,59.76499552,11.48421604,,,
case,06 - JUN,23,Jun 06-Jun 12,30-49,all_types,918,15515814,12557,18287341,5.916544243,68.66498525,11.60558975,,,
case,06 - JUN,23,Jun 06-Jun 12,50-64,all_types,884,16215888,6276,9794175,5.451443671,64.07890404,11.75448338,,,
case,06 - JUN,23,Jun 06-Jun 12,65-79,all_types,697,14260696,2583,3345983,4.887559485,77.19704493,15.79459957,,,
case,06 - JUN,23,Jun 06-Jun 12,80+,all_types,349,4173677,669,1402085,8.361931218,47.71465353,5.706176276,,,
case,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,Janssen,566,4535172,33784,55502371,12.48023228,60.86947168,4.877270736,13.33776891,62.94726118,4.71947457
case,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,Moderna,876,23411863,33784,55502371,3.741692833,60.86947168,16.26789648,3.37838099,62.94726118,18.6323749
case,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,Pfizer,1763,30316071,33784,55502371,5.815397384,60.86947168,10.46694966,5.444310752,62.94726118,11.56202576
case,06 - JUN,23,Jun 06-Jun 12,all_ages_adj,all_types,3253,58325377,33784,55502371,5.577332145,60.86947168,10.91372543,5.371140581,62.94726118,11.71953335
case,06 - JUN,24,Jun 13-Jun 19,12-17,all_types,16,966454,3012,7960583,1.655536632,37.8364248,22.85447756,,,
case,06 - JUN,24,Jun 13-Jun 19,18-29,all_types,404,7638663,9064,14317333,5.28888367,63.30788004,11.96998913,,,
case,06 - JUN,24,Jun 13-Jun 19,30-49,all_types,990,16070950,12452,17989508,6.160183437,69.21812425,11.23637388,,,
case,06 - JUN,24,Jun 13-Jun 19,50-64,all_types,907,16588611,6303,9624442,5.467606661,65.48951098,11.97772902,,,
case,06 - JUN,24,Jun 13-Jun 19,65-79,all_types,770,14385824,2551,3288058,5.352491453,77.58378958,14.49489276,,,
case,06 - JUN,24,Jun 13-Jun 19,80+,all_types,365,4201724,753,1388845,8.686910421,54.21771328,6.241311428,,,
case,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,Janssen,557,4698928,34135,54568769,11.8537675,62.55409573,5.277148868,10.91214333,64.47774705,5.908806832
case,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,Moderna,924,24073348,34135,54568769,3.838269608,62.55409573,16.29747311,3.376361135,64.47774705,19.09681592
case,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,Pfizer,1930,31016840,34135,54568769,6.222426269,62.55409573,10.05300714,5.724520112,64.47774705,11.26343271
case,06 - JUN,24,Jun 13-Jun 19,all_ages_adj,all_types,3452,59852226,34135,54568769,5.767538203,62.55409573,10.84589187,5.409649353,64.47774705,11.91902522
case,06 - JUN,25,Jun 20-Jun 26,12-17,all_types,57,1690966,3341,7792263,3.370854293,42.87586289,12.71958357,,,
case,06 - JUN,25,Jun 20-Jun 26,18-29,all_types,524,7986105,9454,14135155,6.561396325,66.8828888,10.19339261,,,
case,06 - JUN,25,Jun 20-Jun 26,30-49,all_types,1368,16589217,13154,17724233,8.246320486,74.21477702,8.999744449,,,
case,06 - JUN,25,Jun 20-Jun 26,50-64,all_types,1093,16916125,6376,9466479,6.461290632,67.35344789,10.4241477,,,
case,06 - JUN,25,Jun 20-Jun 26,65-79,all_types,951,14497247,2552,3233558,6.559866159,78.92235117,12.03109168,,,
case,06 - JUN,25,Jun 20-Jun 26,80+,all_types,393,4227147,665,1376469,9.297050706,48.31202156,5.196488982,,,
case,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Janssen,685,4857423,35542,53728157,14.10212782,66.15153392,4.690890253,14.6094151,67.78686758,4.639943976
case,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Moderna,1143,24571362,35542,53728157,4.651756789,66.15153392,14.22076366,4.30542464,67.78686758,15.74452539
case,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,Pfizer,2500,32414317,35542,53728157,7.7126413,66.15153392,8.577027161,7.468798462,67.78686758,9.076007061
case,06 - JUN,25,Jun 20-Jun 26,all_ages_adj,all_types,4386,61906807,35542,53728157,7.084842867,66.15153392,9.337050257,6.944034308,67.78686758,9.761885465
case,06 - JUN,26,Jun 27-Jul 03,12-17,all_types,79,2195662,5012,7474974,3.5980037,67.05040044,18.63544511,,,
case,06 - JUN,26,Jun 27-Jul 03,18-29,all_types,785,8337752,12850,13961249,9.415007786,92.04047575,9.775931984,,,
case,06 - JUN,26,Jun 27-Jul 03,30-49,all_types,2186,17105156,17882,17471750,12.77977237,102.3480762,8.008599311,,,
case,06 - JUN,26,Jun 27-Jul 03,50-64,all_types,1572,17226646,8129,9319945,9.125397945,87.22154476,9.558108621,,,
case,06 - JUN,26,Jun 27-Jul 03,65-79,all_types,1244,14600005,3212,3183736,8.520545027,100.8877621,11.84052918,,,
case,06 - JUN,26,Jun 27-Jul 03,80+,all_types,500,4249909,905,1365246,11.76495779,66.28841982,5.634395039,,,
case,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Janssen,1006,5002388,47990,52776900,20.11039528,90.92993336,4.521538842,18.35493481,92.33551425,5.03055528
case,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Moderna,1605,25052947,47990,52776900,6.406431946,90.92993336,14.1935377,6.102849137,92.33551425,15.1299028
case,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,Pfizer,3677,33595555,47990,52776900,10.9449003,90.92993336,8.307972742,10.8640714,92.33551425,8.499163053
case,06 - JUN,26,Jun 27-Jul 03,all_ages_adj,all_types,6366,63715130,47990,52776900,9.991347424,90.92993336,9.100867931,9.99497372,92.33551425,9.2381948
case,07 - JUL,27,Jul 04-Jul 10,12-17,all_types,124,2457417,6901,7351658,5.045948653,93.86998144,18.60303937,,,
case,07 - JUL,27,Jul 04-Jul 10,18-29,all_types,1447,8589467,19643,13816888,16.84621409,142.1666008,8.439083108,,,
case,07 - JUL,27,Jul 04-Jul 10,30-49,all_types,3430,17468960,26168,17262892,19.63482657,151.5852616,7.720224116,,,
case,07 - JUL,27,Jul 04-Jul 10,50-64,all_types,2571,17447641,10032,9197107,14.73551639,109.0777785,7.402372306,,,
case,07 - JUL,27,Jul 04-Jul 10,65-79,all_types,1972,14674996,4522,3141197,13.43782308,143.9578607,10.71288554,,,
case,07 - JUL,27,Jul 04-Jul 10,80+,all_types,718,4266238,1128,1356020,16.82981587,83.1846138,4.942693042,,,
case,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Janssen,1496,5123076,68394,52125762,29.20120646,131.2095927,4.493293551,26.34511662,132.4644767,5.028046703
case,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Moderna,2509,25406429,68394,52125762,9.875453178,131.2095927,13.28643763,10.0231569,132.4644767,13.21584388
case,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,Pfizer,6130,34310597,68394,52125762,17.86620035,131.2095927,7.344012165,17.93403815,132.4644767,7.386204694
case,07 - JUL,27,Jul 04-Jul 10,all_ages_adj,all_types,10262,64904719,68394,52125762,15.81086885,131.2095927,8.29869591,15.88488346,132.4644767,8.339027293
case,07 - JUL,28,Jul 11-Jul 17,12-17,all_types,227,2662063,11530,7202958,8.527221181,160.0731255,18.77201519,,,
case,07 - JUL,28,Jul 11-Jul 17,18-29,all_types,2644,8785967,32459,13655468,30.09344333,237.6996526,7.898719001,,,
case,07 - JUL,28,Jul 11-Jul 17,30-49,all_types,6451,17753714,42558,17032278,36.33605904,249.866753,6.876550722,,,
case,07 - JUL,28,Jul 11-Jul 17,50-64,all_types,4736,17615907,19033,9060704,26.88479225,210.0609401,7.813374123,,,
case,07 - JUL,28,Jul 11-Jul 17,65-79,all_types,3540,14731638,7042,3093515,24.02991439,227.6374933,9.473087983,,,
case,07 - JUL,28,Jul 11-Jul 17,80+,all_types,1276,4279137,1776,1345445,29.8190967,132.0009365,4.426724854,,,
case,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Janssen,2591,5223065,114398,51390368,49.60688791,222.6059171,4.487399361,46.45163126,223.7412967,4.816651013
case,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Moderna,4863,25643019,114398,51390368,18.9642257,222.6059171,11.73820227,18.28828443,223.7412967,12.2341326
case,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,Pfizer,11215,34897352,114398,51390368,32.13710886,222.6059171,6.926756172,32.49332591,223.7412967,6.885761628
case,07 - JUL,28,Jul 11-Jul 17,all_ages_adj,all_types,18874,65828426,114398,51390368,28.67150431,222.6059171,7.764012474,28.88589023,223.7412967,7.745695041
case,07 - JUL,29,Jul 18-Jul 24,12-17,all_types,421,2812543,19211,7019102,14.96866004,273.6959799,18.28460125,,,
case,07 - JUL,29,Jul 18-Jul 24,18-29,all_types,4617,8937468,49979,13468964,51.65892622,371.0678861,7.183035214,,,
case,07 - JUL,29,Jul 18-Jul 24,30-49,all_types,11068,17971824,68378,16754699,61.5852904,408.1123749,6.626783316,,,
case,07 - JUL,29,Jul 18-Jul 24,50-64,all_types,8560,17746772,30521,8887962,48.23412393,343.3970577,7.11938001,,,
case,07 - JUL,29,Jul 18-Jul 24,65-79,all_types,6514,14778737,11131,3033123,44.07683823,366.9814907,8.325948626,,,
case,07 - JUL,29,Jul 18-Jul 24,80+,all_types,2215,4289499,2707,1332828,51.63773205,203.1019756,3.933208675,,,
case,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Janssen,4354,5299867,181927,50496678,82.15300497,360.2751848,4.385417003,75.48801621,362.4017556,4.800785261
case,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Moderna,8900,25823805,181927,50496678,34.46432468,360.2751848,10.45356867,35.0720166,362.4017556,10.33307436
case,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,Pfizer,19715,35347872,181927,50496678,55.7742203,360.2751848,6.459528845,55.9955036,362.4017556,6.471979575
case,07 - JUL,29,Jul 18-Jul 24,all_ages_adj,all_types,33395,66536843,181927,50496678,50.19023821,360.2751848,7.178192367,50.04157259,362.4017556,7.242013727
case,07 - JUL,30,Jul 25-Jul 31,12-17,all_types,761,2962740,27984,6783321,25.68568285,412.5412906,16.06113776,,,
case,07 - JUL,30,Jul 25-Jul 31,18-29,all_types,7920,9094211,72786,13213573,87.08836863,550.8426827,6.325100486,,,
case,07 - JUL,30,Jul 25-Jul 31,30-49,all_types,16997,18196858,97438,16340935,93.4062353,596.2816693,6.383745875,,,
case,07 - JUL,30,Jul 25-Jul 31,50-64,all_types,12987,17882474,43521,8633293,72.62417941,504.1066022,6.941305311,,,
case,07 - JUL,30,Jul 25-Jul 31,65-79,all_types,10180,14827712,16198,2947295,68.6552315,549.5886906,8.005051889,,,
case,07 - JUL,30,Jul 25-Jul 31,80+,all_types,3457,4300540,3958,1316384,80.38525395,300.6721443,3.740389307,,,
case,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Janssen,6595,5379020,261885,49234801,122.6059766,531.9103453,4.338372078,114.1041359,534.5821935,4.685037832
case,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Moderna,14011,26005820,261885,49234801,53.87640151,531.9103453,9.87278902,52.23606788,534.5821935,10.23396697
case,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,Pfizer,30945,35814176,261885,49234801,86.4043333,531.9103453,6.156060986,87.45438977,534.5821935,6.112697086
case,07 - JUL,30,Jul 25-Jul 31,all_ages_adj,all_types,52302,67264535,261885,49234801,77.75568507,531.9103453,6.840790417,78.08639883,534.5821935,6.846034668
case,08 - AUG,31,Aug 01-Aug 07,12-17,all_types,1163,3099334,34971,6510539,37.52419068,537.1444668,14.31461831,,,
case,08 - AUG,31,Aug 01-Aug 07,18-29,all_types,9942,9238565,85093,12904706,107.6141154,659.3951075,6.127403502,,,
case,08 - AUG,31,Aug 01-Aug 07,30-49,all_types,21666,18402061,116312,15851861,117.7368122,733.7435018,6.2320653,,,
